key,l95,mean,u95,prob_gt_0,prob_lt_0
adjpol,-0.23589266459175057,-0.06389648722701666,0.10900020641455521,23.03,76.97
adjpol_nphigh,-1.6660139101162819,-1.342568340773344,-1.0168644126089668,0,100
adjpol_nplow,0.9592745662709087,1.268774286347848,1.579473578012778,100,0
highneg_highpos,1.118522140025334,1.4064648280003607,1.7006538286202502,100,0
intercept,0.3225081513181426,0.70952603736834,1.099319274207459,99.99,0.01
lowneg_highneg,-1.818930529623098,-1.38742540053545,-0.9464546227065804,0,100
lowneg_highpos,-0.36740112152116006,0.019039427464910583,0.4075833560992829,53.395,46.605000000000004
lowneg_lowpos,-1.510683788636042,-1.2048777991208313,-0.9017800691365291,0,100
lowpos_highneg,-0.5582121936552402,-0.18254760141461873,0.20061401398325865,17.02,82.98
lowpos_highpos,0.8374906793298944,1.2239172265857419,1.6230739366572988,100,0
nphigh,-0.19469568827861833,0.10450553630065094,0.4063170069659775,75.355,24.645
nplow,-0.25625541323388523,0.02275144932579687,0.30327390236866225,56.43,43.57
