key,l95,mean,u95,prob_gt_0,prob_lt_0
adjpol,-0.22965239842271407,0.022614249437322875,0.27593832257678974,56.595,43.405
adjpol_nphigh,-1.937584106733576,-1.5106627759534297,-1.100608464355675,0,100
adjpol_nplow,1.015824019705056,1.4215725257358167,1.8289254834925959,100,0
highneg_highpos,1.1248070293457992,1.488048526516107,1.8601046681465017,100,0
intercept,1.1567141508103618,1.6802572160525628,2.2092537853625154,100,0
lowneg_highneg,-1.8766051900124794,-1.338577831968638,-0.8026158908713136,0,100
lowneg_highpos,-0.34818690083003495,0.14947069454746884,0.6538780457389355,72.26,27.74
lowneg_lowpos,-1.8651850125285385,-1.4441867751731394,-1.0412134469214873,0,100
lowpos_highneg,-0.42462321901246436,0.10560894320450147,0.6611228807452966,64.68,35.32
lowpos_highpos,1.0518110579292022,1.5936574697206083,2.1545700624835558,100,0
nphigh,-0.24651223391907254,0.10074983568582346,0.439525953010025,72.295,27.705000000000002
nplow,-0.1486376169962196,0.2282896545618086,0.6129715243669669,88.205,11.795
