stim_id,superordinate,np,adj,response,response_hand_lemma
70,paints,oil paint,strong,paint colors,paint color
70,paints,oil paint,strong,smells,smells
70,paints,oil paint,weak,paintings,paintings
70,paints,wall paint,strong,colors,color
70,paints,wall paint,strong,smells,smells
70,paints,wall paint,weak,colors,color
70,paints,wall paint,weak,paint colors,paint color
70,paints,wall paint,weak,paint colours,paint color
70,paints,wall paint,weak,paintings,paintings
70,paints,watercolor,strong,colors,color
70,paints,watercolor,weak,colors,color
70,paints,watercolor,weak,paintings,paintings
71,walls,condo,strong,structures,structures
71,walls,condo,weak,buildings,buildings
71,walls,mansion,strong,buildings,buildings
71,walls,mansion,strong,houses,house
71,walls,mansion,weak,building,buildings
71,walls,mansion,weak,houses,house
71,walls,mansion,weak,structures,structures
72,food,ice cream,cold,days,days
72,food,ice cream,cold,desserts,desserts
72,food,ice cream,warm,days,days
72,food,ice cream,warm,desserts,desserts
72,food,salad,warm,dishes,dishes
72,food,soup,cold,dishes,dishes
72,food,soup,warm,dishes,dishes
73,drinks,coffee,hot,liquids,liquids
73,drinks,juice,cold,liquids,liquids
73,drinks,juice,cold,temperatures,temperature
73,drinks,juice,hot,liquids,liquids
73,drinks,juice,hot,temperatures,temperature
73,drinks,milkshake,cold,temperatures,temperature
73,drinks,milkshake,hot,day,days
73,drinks,milkshake,hot,days,days
74,seasons,fall,cold,days,days
74,seasons,fall,warm,day,days
74,seasons,fall,warm,days,days
74,seasons,fall,warm,weather,weather
74,seasons,summer,cold,days,days
74,seasons,summer,cold,weather,weather
74,seasons,summer,warm,day,days
74,seasons,summer,warm,days,days
74,seasons,summer,warm,weather,weather
74,seasons,winter,cold,days,days
74,seasons,winter,cold,weather,weather
74,seasons,winter,warm,days,days
75,locations,freezer,cold,appliances,appliances
75,locations,freezer,cold,places,places
75,locations,freezer,cold,temperatures,temperature
75,locations,freezer,warm,places,places
75,locations,oven,warm,appliances,appliances
75,locations,oven,warm,parts of the kitchen,parts of the kitchen
75,locations,oven,warm,temperatures,temperature
75,locations,pantry,cold,parts of the kitchen,parts of the kitchen
75,locations,pantry,cold,places,places
75,locations,pantry,cold,rooms,room
75,locations,pantry,cold,temperatures,temperature
75,locations,pantry,warm,parts of the kitchen,parts of the kitchen
75,locations,pantry,warm,places,places
75,locations,pantry,warm,rooms,room
75,locations,pantry,warm,temperatures,temperature
76,places,ice rink,cold,buildings,buildings
76,places,ice rink,cold,days,days
76,places,ice rink,cold,locations,locations
76,places,ice rink,cold,rinks,rinks
76,places,ice rink,cold,saturdays,saturday
76,places,ice rink,cold,venues,venues
76,places,ice rink,hot,buildings,buildings
76,places,ice rink,hot,day's,days
76,places,ice rink,hot,days,days
76,places,ice rink,hot,rinks,rinks
76,places,ice rink,hot,saturday's,saturday
76,places,ice rink,hot,temperature,temperature
76,places,ice rink,hot,venues,venues
76,places,ice rink,hot,weather,weather
76,places,sauna,cold,day,days
76,places,sauna,cold,days,days
76,places,sauna,cold,rooms,room
76,places,sauna,cold,saturdays,saturday
76,places,sauna,hot,days,days
76,places,sauna,hot,locations,locations
76,places,sauna,hot,rooms,room
76,places,sauna,hot,temperatures.,temperature
76,places,shopping mall,cold,buildings,buildings
76,places,shopping mall,cold,days,days
76,places,shopping mall,cold,other days,days
76,places,shopping mall,cold,locations,locations
76,places,shopping mall,cold,stores,shops
76,places,shopping mall,cold,temperatures,temperature
76,places,shopping mall,hot,buildings,buildings
76,places,shopping mall,hot,day,days
76,places,shopping mall,hot,days,days
76,places,shopping mall,hot,locations,locations
76,places,shopping mall,hot,temperatures,temperature
76,places,shopping mall,hot,weather,weather
77,food,chocolate fondue,cold,chocolate,chocolate
77,food,chocolate fondue,cold,chocolates,chocolate
77,food,chocolate fondue,cold,deserts,desserts
77,food,chocolate fondue,cold,desserts,desserts
77,food,chocolate fondue,cold,restaurants.,restaurants
77,food,chocolate fondue,hot,chocholate,chocolate
77,food,chocolate fondue,hot,chocolate,chocolate
77,food,chocolate fondue,hot,chocolates,chocolate
77,food,chocolate fondue,hot,desserts,desserts
77,food,chocolate fondue,hot,drinks,drinks
77,food,muffin,hot,desserts,desserts
77,food,smoothie,cold,beverages,drinks
77,food,smoothie,cold,drinks,drinks
77,food,smoothie,cold,restaurants,restaurants
77,food,smoothie,hot,days,days
77,food,smoothie,hot,beverages,drinks
77,food,smoothie,hot,drinks,drinks
77,food,smoothie,hot,restaurants,restaurants
79,people,adult,heavy,objects,objects
79,people,baby,heavy,objects,objects
79,people,baby,light,objects,objects
79,people,kid,heavy,objects,objects
80,electronic devices,laptop,heavy,objects,objects
80,electronic devices,printer,heavy,objects,objects
80,electronic devices,printer,heavy,other objects,objects
80,electronic devices,printer,light,electronics,electronics
81,furniture,chair,heavy,items,items
81,furniture,chair,heavy,objects,objects
81,furniture,couch,heavy,objects,objects
81,furniture,couch,heavy,things,things
81,furniture,trash can,heavy,items,items
81,furniture,trash can,heavy,objects,objects
81,furniture,trash can,heavy,things,things
81,furniture,trash can,light,objects,objects
81,furniture,trash can,light,things,things
83,materials,cotton,heavy,cloths,clothes
83,materials,cotton,heavy,fabric,fabric
83,materials,cotton,heavy,fabrics,fabric
83,materials,cotton,light,fabric,fabric
83,materials,cotton,light,fabrics,fabric
83,materials,cotton,light,objects,objects
83,materials,silk,heavy,cloth,cloth
83,materials,silk,heavy,clothes,clothes
83,materials,silk,heavy,fabric,fabric
83,materials,silk,heavy,fabrics,fabric
83,materials,silk,light,cloth,cloth
83,materials,silk,light,fabric,fabric
83,materials,silk,light,fabrics,fabric
83,materials,silk,light,other fabrics,fabric
83,materials,wool,heavy,cloth,cloth
83,materials,wool,heavy,clothes,clothes
83,materials,wool,heavy,fabric,fabric
83,materials,wool,heavy,fabrics,fabric
83,materials,wool,light,cloth,cloth
83,materials,wool,light,fabric,fabric
83,materials,wool,light,fabrics,fabric
84,vehicles,motorcycle,heavy,bikes,bikes
84,vehicles,motorcycle,light,bikes,bikes
84,vehicles,truck,heavy,automobiles,cars
84,vehicles,truck,heavy,cars,cars
85,fruit,orange,light,objects,objects
85,fruit,plum,light,objects,objects
85,fruit,watermelon,heavy,melons,melons
85,fruit,watermelon,light,melons,melons
86,dens,bear den,narrow,habitats,habitats
86,dens,bear den,narrow,spaces,spaces
86,dens,bear den,wide,habitats,habitats
86,dens,bear den,wide,openings,openings
86,dens,bear den,wide,spaces,spaces
86,dens,fox den,narrow,burrows,holes
86,dens,fox den,narrow,holes,holes
86,dens,fox den,narrow,openings,openings
86,dens,fox den,narrow,spaces,spaces
86,dens,fox den,wide,holes,holes
86,dens,mouse den,narrow,habitats,habitats
86,dens,mouse den,narrow,holes,holes
87,roads,downtown street,narrow,street,streets
87,roads,downtown street,narrow,streets,streets
87,roads,downtown street,wide,street,streets
87,roads,downtown street,wide,streets,streets
87,roads,highway,narrow,streets,streets
87,roads,highway,wide,streets,streets
87,roads,side road,narrow,streets,streets
87,roads,side road,wide,streets,streets
88,waterways,creek,narrow,bank,bank
88,waterways,creek,narrow,banks,bank
88,waterways,creek,narrow,bodies of water,bodies of water
88,waterways,creek,narrow,rivers,rivers
88,waterways,creek,wide,rivers,rivers
88,waterways,river,narrow,banks,bank
88,waterways,stream,narrow,bank,bank
88,waterways,stream,narrow,bodys of water,bodies of water
88,waterways,stream,narrow,rivers,rivers
88,waterways,stream,wide,bank,bank
88,waterways,stream,wide,banks,bank
88,waterways,stream,wide,bodies of water,bodies of water
88,waterways,stream,wide,rivers,rivers
89,roads,boulevard,narrow,streets,streets
89,roads,boulevard,narrow,walkways,walkways
89,roads,boulevard,wide,streets,streets
89,roads,boulevard,wide,walkways,walkways
89,roads,country lane,narrow,lane,lane
89,roads,country lane,narrow,lanes,lanes
89,roads,country lane,narrow,streets,streets
89,roads,country lane,wide,lane,lane
89,roads,country lane,wide,lanes,lanes
89,roads,country lane,wide,other streets,streets
90,doorways,back door,narrow,doors,doors
90,doorways,back door,narrow,house,house
90,doorways,back door,wide,doors,doors
90,doorways,back door,wide,furnitures,furniture
90,doorways,back door,wide,houses,house
90,doorways,back door,wide,pieces of furniture,pieces of furniture
90,doorways,front gate,narrow,gate,gate
90,doorways,front gate,narrow,gates,gate
90,doorways,front gate,narrow,houses,house
90,doorways,front gate,wide,furnitures,furniture
90,doorways,front gate,wide,gate,gate
90,doorways,front gate,wide,gates,gate
90,doorways,front gate,wide,house,house
90,doorways,front gate,wide,houses,house
90,doorways,patio door,narrow,doors,doors
90,doorways,patio door,narrow,house,house
90,doorways,patio door,wide,doors,doors
90,doorways,patio door,wide,furniture pieces,furniture
90,doorways,patio door,wide,furnitures,furniture
90,doorways,patio door,wide,pieces of furnature,pieces of furniture
90,doorways,patio door,wide,pieces of furniture,pieces of furniture
