workerid,stim_id,degree,superordinate_pl,NP_sg,NP_pl,np_expectations,adj_polarity,val,subFreq,superFreq
worker_177,38,loudness,birds,woodpecker,woodpeckers,medium,positive,1,219083,19695831
worker_177,27,length,races,triathlon race,triathlon races,high,positive,0,1415,9715279
worker_177,69,strength,athletes,golfer,golfers,low,positive,0,1664649,7268360
worker_177,51,size,plants,flower,flowers,low,positive,0,58380229,35939932
worker_177,63,speed_f,boats,speedboat,speedboats,high,positive,1,40032,15603129
worker_177,18,height,flowers,tulip,tulips,medium,positive,0,1149010,58380229
worker_177,82,weight,objects,rock,rocks,high,positive,1,12440121,33848628
worker_177,3,darkness,cakes,chocolate cake,chocolate cakes,low,positive,0,32745,5565768
worker_177,60,speed,animals,sloth,sloths,low,positive,0,57052,58179731
worker_177,29,loudness,concerts,choral concert,choirs,low,positive,1,680332,8711738
worker_177,37,loudness_n,vehicles,car,cars,medium,positive,0,109722086,37254742
worker_177,78,weight,animals,fish,fish,low,positive,0,52768568,58179731
worker_177,22,length,pets,snake,snakes,high,positive,1,2521893,26155002
worker_177,5,darkness,writing tools,pen,pens,medium,positive,0,5794539,141108
worker_177,7,darkness,dogs,spaniel,spaniels,medium,positive,0,195570,28409576
worker_177,14,hardness,furniture,pillow,pillows,low,positive,0,3970202,67400151
worker_177,11,hardness,floors,carpet,carpet floors,low,positive,0,38431,7863848
worker_177,45,price,bracelets,gold,gold bracelets,high,positive,1,166222,6784458
worker_177,89,width,roads,country lane,country lanes,low,positive,0,51288,15093824
worker_177,86,width,animal dens,fox den,fox dens,medium,positive,0,1610,324
worker_177,59,speed,people,runner,runners,high,positive,1,3917217,480323270
worker_177,70,strength,paints,oil paint,oil paints,high,positive,1,76465,3617496
worker_177,56,size,vehicles,truck,trucks,high,positive,1,13809070,37254742
worker_177,81,weight,furniture,couch,couches,high,positive,1,478444,67400151
worker_177,30,loudness_n,venues,party,parties,high,positive,1,52799939,9389442
worker_177,13,hardness,materials,plastic,plastic,medium,positive,0,35423760,83903351
worker_177,50,price,restaurants,Japanese restaurant,japanese restaurants,high,positive,1,183928,58580418
worker_177,1,darkness,birds,crow,crows,low,positive,0,1295877,19695831
worker_177,87,width,roads,side road,side roads,low,positive,0,35379,15093824
worker_177,21,length,dogs,chihuahua,chihuahuas,low,positive,0,164502,28409576
worker_177,23,length,readings,poem,poems,low,positive,0,12665322,8678675
worker_177,77,temperature_h,food,smoothie,smoothies,low,positive,0,457222,180152837
worker_177,43,price,shoes,sandals,sandals,low,positive,0,5022171,80761516
worker_177,88,width,waterways,river,rivers,high,positive,1,11240148,1843915
worker_177,67,strength,people,adult,adults,high,positive,1,32847475,480323270
worker_128,43,price,shoes,sneakers,sneakers,medium,positive,0,1435693,80761516
worker_128,73,temperature_h,drinks,coffee,coffee,high,positive,1,42090859,11137329
worker_128,40,loudness,guitars,ukelele,ukeleles,low,positive,1,11454,7278585
worker_128,56,size,vehicles,smartcar,smartcars,low,positive,0,1843,37254742
worker_128,27,length,races,triathlon race,triathlon races,high,positive,1,1415,9715279
worker_128,52,size,animals,mouse,mice,low,positive,0,11969407,58179731
worker_128,29,loudness,concerts,rock concert,rock concerts,high,positive,1,67033,8711738
worker_128,48,price,meat,pork,pork,low,positive,0,5973716,17654214
worker_128,32,loudness_n,venues,restaurant,restaurants,medium,positive,0,58580418,9389442
worker_128,46,price,clothes,coat,coats,medium,positive,1,4107452,27039649
worker_128,75,temperature_h,locations,pantry,pantries,medium,positive,1,105460,58471896
worker_128,28,length,audios,song,songs,low,positive,0,49286341,313133
worker_128,17,height,people,child,children,low,positive,0,206543771,480323270
worker_128,55,size,fish,tuna,tuna,medium,positive,0,2844261,52768568
worker_128,66,speed_f,aircrafts,glider,gliders,low,positive,1,653558,237522
worker_128,45,price,bracelets,gold,gold bracelets,high,positive,1,166222,6784458
worker_128,4,darkness,times of day,day,days,high,positive,1,305158140,99907
worker_128,71,strength,walls,condo,condos,medium,positive,1,5467369,14838230
worker_128,58,size,dogs,great dane,great danes,high,positive,1,115558,28409576
worker_128,16,height,buildings,apartment building,apartment buildings,medium,positive,1,312252,27623285
worker_128,8,darkness,animals,panther,panthers,low,positive,0,3695915,58179731
worker_128,86,width,animal dens,bear den,bear dens,high,positive,0,2361,324
worker_128,18,height,flowers,tulip,tulips,medium,positive,0,1149010,58380229
worker_128,67,strength,people,teenager,teenagers,medium,positive,1,4979216,480323270
worker_128,82,weight,objects,rock,rocks,high,positive,1,12440121,33848628
worker_128,11,hardness,floors,wood,wood floors,medium,positive,1,352083,7863848
worker_128,68,strength,storms,rain shower,rain showers,low,positive,1,650392,3614108
worker_128,10,hardness,candies,jolly rancher,jollies,high,positive,0,40797,1298890
worker_128,63,speed_f,boats,speedboat,speedboats,high,positive,1,40032,15603129
worker_128,15,height,animals,giraffe,giraffes,high,positive,1,260416,58179731
worker_128,12,hardness,fruit,banana,bananas,low,positive,0,1891241,22768964
worker_128,22,length,pets,hamster,hamsters,medium,positive,0,633540,26155002
worker_128,70,strength,paints,watercolor,watercolors,low,positive,0,567707,3617496
worker_128,14,hardness,furniture,pillow,pillows,low,positive,0,3970202,67400151
worker_128,2,darkness,paint,white paint,white paints,high,positive,1,1447,21928120
worker_128,77,temperature_h,food,smoothie,smoothies,low,positive,0,457222,180152837
worker_128,6,darkness,flowers,dahlia,dahlias,low,positive,0,135476,58380229
worker_128,90,width,doors,front gate,front gates,high,positive,1,16932,20230179
worker_128,21,length,dogs,bassett hound,bassett hounds,medium,positive,0,4658,28409576
worker_128,39,loudness_n,boats,powerboat,powerboats,high,positive,1,196244,15603129
worker_128,62,speed_f,vehicles,car,cars,medium,positive,1,109722086,37254742
worker_128,85,weight,fruit,plum,plums,low,positive,0,496751,22768964
worker_128,80,weight,electronic devices,laptop,laptops,medium,positive,0,22190037,631257
worker_128,81,weight,furniture,trash can,trash cans,low,positive,1,205208,67400151
worker_128,59,speed,people,jogger,joggers,medium,positive,1,260504,480323270
worker_128,88,width,waterways,stream,streams,medium,positive,1,8883635,1843915
worker_128,74,temperature,seasons,fall,fall days,medium,positive,0,12564,12035578
worker_128,87,width,roads,downtown street,downtown streets,medium,positive,0,28751,15093824
worker_126,11,hardness,floors,carpet,carpet floors,low,positive,0,38431,7863848
worker_126,64,speed,pets,turtle,turtles,low,positive,0,2572647,26155002
worker_126,25,length,entertainment,documentary,documentaries,medium,positive,1,1741319,111395809
worker_126,89,width,roads,street,streets,medium,positive,0,15936688,15093824
worker_126,16,height,buildings,strip mall,strip malls,low,positive,0,60063,27623285
worker_126,70,strength,paints,watercolor,watercolors,low,positive,1,567707,3617496
worker_126,82,weight,objects,rock,rocks,high,positive,1,12440121,33848628
worker_126,85,weight,fruit,orange,oranges,medium,positive,0,1523633,22768964
worker_126,1,darkness,birds,parrot,parrots,medium,positive,1,1049654,19695831
worker_126,14,hardness,furniture,bedboard,bedboards,high,positive,1,2487,67400151
worker_126,35,loudness,people,adult,adults,low,positive,0,32847475,480323270
worker_126,52,size,animals,mouse,mice,low,positive,0,11969407,58179731
worker_126,48,price,meat,pork,pork,low,positive,1,5973716,17654214
worker_126,87,width,roads,side road,side roads,low,positive,0,35379,15093824
worker_126,22,length,pets,snake,snakes,high,positive,1,2521893,26155002
worker_126,68,strength,storms,hurricane,hurricanes,high,positive,1,3785008,3614108
worker_126,21,length,dogs,bassett hound,bassett hounds,medium,positive,1,4658,28409576
worker_126,30,loudness_n,venues,church,churches,low,positive,0,13467005,9389442
worker_126,81,weight,furniture,chair,chairs,medium,positive,1,15833441,67400151
worker_126,55,size,fish,tuna,tuna,medium,positive,1,2844261,52768568
worker_126,12,hardness,fruit,mango,mangos,medium,positive,0,100913,22768964
worker_126,33,loudness_n,birds,rooster,roosters,high,positive,1,328337,19695831
worker_126,67,strength,people,teenager,teenagers,medium,positive,1,4979216,480323270
worker_126,76,temperature_h,places,shopping mall,shopping malls,medium,positive,1,634311,51698261
worker_126,62,speed_f,vehicles,motorcycle,motorcycles,high,positive,1,5752821,37254742
worker_126,8,darkness,animals,jaguar,jaguars,high,positive,1,1285032,58179731
worker_126,74,temperature,seasons,summer,summer days,high,positive,1,229054,12035578
worker_126,37,loudness_n,vehicles,car,cars,medium,positive,1,109722086,37254742
worker_126,61,speed,cookware,frying pan,frying pans,medium,positive,1,71800,3617598
worker_126,86,width,animal dens,bear den,bear dens,high,positive,1,2361,324
worker_126,78,weight,animals,fish,fish,low,positive,1,52768568,58179731
worker_126,75,temperature_h,locations,pantry,pantries,medium,positive,0,105460,58471896
worker_126,51,size,plants,flower,flowers,low,positive,0,58380229,35939932
worker_126,45,price,bracelets,metal,metal bracelets,medium,positive,1,5274,6784458
worker_126,46,price,clothes,suit,suits,high,positive,1,7986526,27039649
worker_126,2,darkness,paint,blue paint,blue paints,medium,positive,0,543,21928120
worker_126,19,height,people,golfer,golfers,medium,positive,1,1664649,480323270
worker_126,72,temperature,food,ice cream,ice cream,low,positive,0,6277647,180152837
worker_126,6,darkness,flowers,daisy,daisies,high,positive,1,807181,58380229
worker_126,69,strength,athletes,wrestler,wrestlers,high,positive,1,772270,7268360
worker_126,90,width,doors,patio door,patio doors,medium,positive,1,222702,20230179
worker_126,54,size,fruit,peach,peaches,medium,positive,0,1484097,22768964
worker_126,17,height,people,adult,adults,high,positive,1,32847475,480323270
worker_126,26,length,roads,highway,highways,high,positive,1,5745573,15093824
worker_126,9,hardness,vegetables,mushroom,mushrooms,low,positive,0,3134851,9067552
worker_126,66,speed_f,aircrafts,helicopter,helicopters,medium,positive,0,2682275,237522
worker_126,44,price,spices,saffron,saffron,high,positive,1,939951,2836609
worker_126,15,height,animals,giraffe,giraffes,high,positive,1,260416,58179731
worker_056,15,height,animals,penguin,penguins,low,positive,0,2550463,58179731
worker_056,35,loudness,people,adult,adults,low,positive,0,32847475,480323270
worker_056,8,darkness,animals,tiger,tigers,medium,positive,1,7002617,58179731
worker_056,22,length,pets,snake,snakes,high,positive,0,2521893,26155002
worker_056,45,price,bracelets,metal,metal bracelets,medium,positive,0,5274,6784458
worker_056,78,weight,animals,elephant,elephants,high,positive,1,2082778,58179731
worker_056,68,strength,storms,thunderstorm,thunderstorms,medium,positive,1,1410569,3614108
worker_056,74,temperature,seasons,fall,fall days,medium,positive,0,12564,12035578
worker_056,25,length,entertainment,documentary,documentaries,medium,positive,1,1741319,111395809
worker_056,47,price,berries,boysenberries,boysenberries,high,positive,1,12484,1879643
worker_056,88,width,waterways,river,rivers,high,positive,1,11240148,1843915
worker_056,77,temperature_h,food,muffin,muffins,medium,positive,0,1333924,180152837
worker_056,75,temperature_h,locations,oven,ovens,high,positive,1,3443150,58471896
worker_056,20,height,trees,alpine tree,alpine trees,medium,positive,1,1447,27379426
worker_056,65,speed,people,child,children,medium,positive,1,206543771,480323270
worker_056,54,size,fruit,peach,peaches,medium,positive,1,1484097,22768964
worker_056,5,darkness,writing tools,pen,pens,medium,positive,1,5794539,141108
worker_056,36,loudness_n,places,city,cities,high,positive,1,59810742,51698261
worker_056,76,temperature_h,places,sauna,saunas,high,positive,1,934002,51698261
worker_056,32,loudness_n,venues,restaurant,restaurants,medium,positive,1,58580418,9389442
worker_056,30,loudness_n,venues,church,churches,low,positive,1,13467005,9389442
worker_056,11,hardness,floors,wood,wood floors,medium,positive,1,352083,7863848
worker_056,13,hardness,materials,cotton,cottons,low,positive,0,214521,83903351
worker_056,43,price,shoes,sandals,sandals,low,positive,0,5022171,80761516
worker_056,86,width,animal dens,fox den,fox dens,medium,positive,0,1610,324
worker_056,27,length,races,sprinting race,sprints,low,positive,0,444674,9715279
worker_056,90,width,doors,front gate,front gates,high,positive,1,16932,20230179
worker_056,12,hardness,fruit,melon,melons,high,positive,1,1015937,22768964
worker_056,62,speed_f,vehicles,car,cars,medium,positive,0,109722086,37254742
worker_056,6,darkness,flowers,daisy,daisies,high,positive,1,807181,58380229
worker_056,67,strength,people,child,children,low,positive,0,206543771,480323270
worker_056,49,price,alcoholic drinks,bottle of wine,wine bottles,medium,positive,0,127578,377118
worker_056,79,weight,people,kid,kids,medium,positive,0,96621142,480323270
worker_056,55,size,fish,shark,sharks,high,positive,1,3302971,52768568
worker_056,64,speed,pets,rabbit,rabbits,high,positive,1,2987957,26155002
worker_056,18,height,flowers,pansy,pansies,low,positive,0,176007,58380229
worker_056,59,speed,people,walker,walkers,low,positive,0,1526422,480323270
worker_056,9,hardness,vegetables,tomato,tomatoes,medium,positive,0,5924980,9067552
worker_056,28,length,audios,opera,operas,high,positive,1,812910,313133
worker_056,87,width,roads,side road,side roads,low,positive,0,35379,15093824
worker_056,82,weight,objects,stick,sticks,medium,positive,0,6395033,33848628
worker_056,53,size,insects,ant,ants,low,positive,0,2101115,5119814
worker_056,85,weight,fruit,watermelon,watermelons,high,positive,1,190836,22768964
worker_056,58,size,dogs,chihuahua,chihuahuas,low,positive,0,164502,28409576
worker_056,70,strength,paints,watercolor,watercolors,low,positive,0,567707,3617496
worker_056,69,strength,athletes,wrestler,wrestlers,high,positive,1,772270,7268360
worker_056,19,height,people,golfer,golfers,medium,positive,0,1664649,480323270
worker_056,4,darkness,times of day,night,nights,low,positive,0,21265731,99907
worker_329,51,size,plants,flower,flowers,low,positive,0,58380229,35939932
worker_329,44,price,spices,salt,salts,low,positive,0,2145134,2836609
worker_329,86,width,animal dens,bear den,bear dens,high,positive,1,2361,324
worker_329,42,price,rentals,apartment,apartments,low,positive,1,38568857,61539717
worker_329,52,size,animals,mouse,mice,low,positive,0,11969407,58179731
worker_329,69,strength,athletes,wrestler,wrestlers,high,positive,1,772270,7268360
worker_329,23,length,readings,poem,poems,low,positive,1,12665322,8678675
worker_329,35,loudness,people,adult,adults,low,positive,0,32847475,480323270
worker_329,7,darkness,dogs,poodle,poodles,high,positive,1,255182,28409576
worker_329,60,speed,animals,cheetah,cheetahs,high,positive,1,217628,58179731
worker_329,72,temperature,food,soup,soups,high,positive,1,2141445,180152837
worker_329,70,strength,paints,wall paint,wall paints,medium,positive,1,3469,3617496
worker_329,39,loudness_n,boats,sailboat,sailboats,medium,positive,0,498658,15603129
worker_329,53,size,insects,spider,spiders,high,positive,1,2385796,5119814
worker_329,76,temperature_h,places,ice rink,ice rinks,low,positive,0,65504,51698261
worker_329,10,hardness,candies,jolly rancher,jollies,high,positive,1,40797,1298890
worker_329,32,loudness_n,venues,concert,concerts,high,positive,1,8711738,9389442
worker_329,63,speed_f,boats,rowboat,rowboats,low,positive,0,42015,15603129
worker_329,82,weight,objects,stick,sticks,medium,positive,0,6395033,33848628
worker_329,54,size,fruit,peach,peaches,medium,positive,0,1484097,22768964
worker_329,74,temperature,seasons,fall,fall days,medium,positive,0,12564,12035578
worker_329,26,length,roads,highway,highways,high,positive,1,5745573,15093824
worker_329,83,weight,materials,wool,wool,high,positive,0,7657323,83903351
worker_329,25,length,entertainment,sitcom,sitcoms,low,positive,0,479686,111395809
worker_329,75,temperature_h,locations,freezer,freezers,low,positive,0,2253962,58471896
worker_329,16,height,buildings,skyscraper,skyscrapers,high,positive,1,550406,27623285
worker_329,2,darkness,paint,black paint,black paints,low,positive,0,820,21928120
worker_329,46,price,clothes,coat,coats,medium,positive,1,4107452,27039649
worker_329,88,width,waterways,stream,streams,medium,positive,0,8883635,1843915
worker_329,62,speed_f,vehicles,truck,trucks,low,positive,1,13809070,37254742
worker_329,89,width,roads,country lane,country lanes,low,positive,0,51288,15093824
worker_329,9,hardness,vegetables,tomato,tomatoes,medium,positive,0,5924980,9067552
worker_329,71,strength,walls,tent,tents,low,positive,0,3850460,14838230
worker_329,20,height,trees,bonsai tree,bonsai trees,low,positive,0,154424,27379426
worker_329,5,darkness,writing tools,pencil,pencils,low,positive,0,2459655,141108
worker_329,14,hardness,furniture,bedboard,bedboards,high,positive,0,2487,67400151
worker_329,78,weight,animals,fish,fish,low,positive,0,52768568,58179731
worker_329,90,width,doors,front gate,front gates,high,positive,0,16932,20230179
worker_329,17,height,people,child,children,low,positive,0,206543771,480323270
worker_329,30,loudness_n,venues,party,parties,high,positive,1,52799939,9389442
worker_329,22,length,pets,hamster,hamsters,medium,positive,0,633540,26155002
worker_329,1,darkness,birds,parrot,parrots,medium,positive,1,1049654,19695831
worker_329,68,strength,storms,rain shower,rain showers,low,positive,1,650392,3614108
worker_329,19,height,people,golfer,golfers,medium,positive,1,1664649,480323270
worker_329,45,price,bracelets,metal,metal bracelets,medium,positive,1,5274,6784458
worker_329,65,speed,people,child,children,medium,positive,0,206543771,480323270
worker_329,11,hardness,floors,carpet,carpet floors,low,positive,0,38431,7863848
worker_329,81,weight,furniture,trash can,trash cans,low,positive,0,205208,67400151
worker_106,70,strength,paints,oil paint,oil paints,high,positive,0,76465,3617496
worker_106,81,weight,furniture,chair,chairs,medium,positive,0,15833441,67400151
worker_106,5,darkness,writing tools,pencil,pencils,low,positive,0,2459655,141108
worker_106,39,loudness_n,boats,rowboat,rowboats,low,positive,0,42015,15603129
worker_106,63,speed_f,boats,speedboat,speedboats,high,positive,1,40032,15603129
worker_106,72,temperature,food,salad,salads,medium,positive,0,2387032,180152837
worker_106,77,temperature_h,food,chocolate fondue,chocolate fondues,high,positive,0,1783,180152837
worker_106,56,size,vehicles,truck,trucks,high,positive,1,13809070,37254742
worker_106,40,loudness,guitars,bass guitar,bass guitars,high,positive,0,445282,7278585
worker_106,27,length,races,sprinting race,sprints,low,positive,0,444674,9715279
worker_106,89,width,roads,boulevard,boulevards,high,positive,0,278244,15093824
worker_106,43,price,shoes,sandals,sandals,low,positive,0,5022171,80761516
worker_106,86,width,animal dens,mouse den,mouse holes,low,positive,0,1789,324
worker_106,61,speed,cookware,instant pot,instant pot,high,positive,1,354,3617598
worker_106,90,width,doors,patio door,patio doors,medium,positive,0,222702,20230179
worker_106,42,price,rentals,villa,villas,high,positive,1,9561875,61539717
worker_106,71,strength,walls,tent,tents,low,positive,0,3850460,14838230
worker_106,11,hardness,floors,wood,wood floors,medium,positive,1,352083,7863848
worker_106,57,size,appliances,oven,ovens,medium,positive,1,3443150,23847029
worker_106,75,temperature_h,locations,oven,ovens,high,positive,1,3443150,58471896
worker_106,12,hardness,fruit,banana,bananas,low,positive,0,1891241,22768964
worker_106,34,loudness_n,instruments,harp,harps,low,positive,0,302445,48493077
worker_106,6,darkness,flowers,rose,roses,medium,positive,0,13588663,58380229
worker_106,19,height,people,golfer,golfers,medium,positive,0,1664649,480323270
worker_106,14,hardness,furniture,bedboard,bedboards,high,positive,1,2487,67400151
worker_106,4,darkness,times of day,night,nights,low,positive,0,21265731,99907
worker_106,84,weight,vehicles,truck,trucks,high,positive,1,13809070,37254742
worker_106,36,loudness_n,places,city,cities,high,positive,1,59810742,51698261
worker_106,65,speed,people,child,children,medium,positive,1,206543771,480323270
worker_106,79,weight,people,adult,adults,high,positive,1,32847475,480323270
worker_106,55,size,fish,herring,herrings,low,positive,0,137142,52768568
worker_106,18,height,flowers,sunflower,sunflowers,high,positive,1,653916,58380229
worker_106,82,weight,objects,feather,feathers,low,positive,0,2297128,33848628
worker_106,47,price,berries,boysenberries,boysenberries,high,positive,1,12484,1879643
worker_106,76,temperature_h,places,shopping mall,shopping malls,medium,positive,0,634311,51698261
worker_106,69,strength,athletes,cyclist,cyclists,medium,positive,1,1228897,7268360
worker_106,66,speed_f,aircrafts,glider,gliders,low,positive,0,653558,237522
worker_106,67,strength,people,adult,adults,high,positive,0,32847475,480323270
worker_106,58,size,dogs,great dane,great danes,high,positive,1,115558,28409576
worker_106,13,hardness,materials,cotton,cottons,low,positive,0,214521,83903351
worker_106,1,darkness,birds,seagull,seagulls,high,positive,1,329923,19695831
worker_106,25,length,entertainment,movie,movies,high,positive,0,182764607,111395809
worker_106,87,width,roads,highway,highways,high,positive,1,5745573,15093824
worker_106,50,price,restaurants,Chinese restaurant,chinese restaurants,low,positive,1,373328,58580418
worker_106,26,length,roads,street,streets,medium,positive,0,15936688,15093824
worker_106,15,height,animals,giraffe,giraffes,high,positive,1,260416,58179731
worker_106,20,height,trees,bonsai tree,bonsai trees,low,positive,0,154424,27379426
worker_106,22,length,pets,mouse,mice,low,positive,0,11969407,26155002
worker_365,43,price,shoes,sandals,sandals,low,positive,0,5022171,80761516
worker_365,3,darkness,cakes,fruit cake,fruit cakes,medium,positive,0,17124,5565768
worker_365,11,hardness,floors,tile,tile floors,high,positive,1,123821,7863848
worker_365,20,height,trees,redwood tree,redwood trees,high,positive,1,27197,27379426
worker_365,9,hardness,vegetables,mushroom,mushrooms,low,positive,0,3134851,9067552
worker_365,42,price,rentals,villa,villas,high,positive,1,9561875,61539717
worker_365,72,temperature,food,soup,soups,high,positive,1,2141445,180152837
worker_365,84,weight,vehicles,motorcycle,motorcycles,medium,positive,0,5752821,37254742
worker_365,25,length,entertainment,movie,movies,high,positive,1,182764607,111395809
worker_365,30,loudness_n,venues,party,parties,high,positive,0,52799939,9389442
worker_365,82,weight,objects,feather,feathers,low,positive,0,2297128,33848628
worker_365,21,length,dogs,dachshund,dachshunds,high,positive,1,116109,28409576
worker_365,1,darkness,birds,crow,crows,low,positive,0,1295877,19695831
worker_365,24,length,vehicles,smartcar,smartcars,low,positive,0,1843,37254742
worker_365,66,speed_f,aircrafts,plane,planes,high,positive,1,6448506,237522
worker_365,58,size,dogs,great dane,great danes,high,positive,1,115558,28409576
worker_365,6,darkness,flowers,rose,roses,medium,positive,0,13588663,58380229
worker_365,69,strength,athletes,golfer,golfers,low,positive,0,1664649,7268360
worker_365,74,temperature,seasons,fall,fall days,medium,positive,0,12564,12035578
worker_365,16,height,buildings,strip mall,strip malls,low,positive,0,60063,27623285
worker_365,34,loudness_n,instruments,horn,horns,high,positive,1,2427037,48493077
worker_365,77,temperature_h,food,muffin,muffins,medium,positive,1,1333924,180152837
worker_365,29,loudness,concerts,rap concert,rap concerts,medium,positive,1,1191,8711738
worker_365,61,speed,cookware,crockpot,crockpots,low,positive,0,11879,3617598
worker_365,33,loudness_n,birds,crow,crows,medium,positive,1,1295877,19695831
worker_365,70,strength,paints,wall paint,wall paints,medium,positive,1,3469,3617496
worker_365,88,width,waterways,river,rivers,high,positive,1,11240148,1843915
worker_365,47,price,berries,raspberries,raspberries,medium,positive,0,543159,1879643
worker_365,89,width,roads,boulevard,boulevards,high,positive,1,278244,15093824
worker_365,27,length,races,sprinting race,sprints,low,positive,0,444674,9715279
worker_365,73,temperature_h,drinks,milkshake,milkshakes,low,positive,0,99722,11137329
worker_365,53,size,insects,spider,spiders,high,positive,0,2385796,5119814
worker_365,18,height,flowers,tulip,tulips,medium,positive,1,1149010,58380229
worker_365,81,weight,furniture,trash can,trash cans,low,positive,0,205208,67400151
worker_365,78,weight,animals,elephant,elephants,high,positive,1,2082778,58179731
worker_365,12,hardness,fruit,mango,mangos,medium,positive,1,100913,22768964
worker_365,2,darkness,paint,white paint,white paints,high,positive,1,1447,21928120
worker_365,59,speed,people,jogger,joggers,medium,positive,1,260504,480323270
worker_365,62,speed_f,vehicles,motorcycle,motorcycles,high,positive,1,5752821,37254742
worker_365,19,height,people,basketball player,basketball players,high,positive,1,174833,480323270
worker_365,90,width,doors,back door,back doors,low,positive,0,70114,20230179
worker_365,86,width,animal dens,fox den,fox dens,medium,positive,0,1610,324
worker_365,67,strength,people,teenager,teenagers,medium,positive,1,4979216,480323270
worker_365,52,size,animals,monkey,monkeys,medium,positive,0,4144229,58179731
worker_365,68,strength,storms,hurricane,hurricanes,high,positive,1,3785008,3614108
worker_365,13,hardness,materials,wood,wood,high,positive,1,51133768,83903351
worker_365,50,price,restaurants,Korean restaurant,korean restaurants,medium,positive,0,37242,58580418
worker_365,55,size,fish,herring,herrings,low,positive,0,137142,52768568
worker_381,2,darkness,paint,blue paint,blue paints,medium,positive,0,543,21928120
worker_381,60,speed,animals,sloth,sloths,low,positive,1,57052,58179731
worker_381,8,darkness,animals,panther,panthers,low,positive,1,3695915,58179731
worker_381,68,strength,storms,hurricane,hurricanes,high,positive,0,3785008,3614108
worker_381,23,length,readings,novel,novels,high,positive,1,7525142,8678675
worker_381,64,speed,pets,rabbit,rabbits,high,positive,1,2987957,26155002
worker_381,48,price,meat,pork,pork,low,positive,1,5973716,17654214
worker_381,76,temperature_h,places,ice rink,ice rinks,low,positive,1,65504,51698261
worker_381,9,hardness,vegetables,cucumber,cucumbers,high,positive,0,463636,9067552
worker_381,88,width,waterways,river,rivers,high,positive,1,11240148,1843915
worker_381,16,height,buildings,skyscraper,skyscrapers,high,positive,1,550406,27623285
worker_381,77,temperature_h,food,muffin,muffins,medium,positive,1,1333924,180152837
worker_381,56,size,vehicles,smartcar,smartcars,low,positive,0,1843,37254742
worker_381,57,size,appliances,oven,ovens,medium,positive,1,3443150,23847029
worker_381,22,length,pets,snake,snakes,high,positive,0,2521893,26155002
worker_381,29,loudness,concerts,rap concert,rap concerts,medium,positive,1,1191,8711738
worker_381,10,hardness,candies,marshmallow,marshmallows,low,positive,1,301577,1298890
worker_381,4,darkness,times of day,day,days,high,positive,1,305158140,99907
worker_381,14,hardness,furniture,blanket,blankets,medium,positive,0,4386506,67400151
worker_381,46,price,clothes,suit,suits,high,positive,1,7986526,27039649
worker_381,41,price,statues,bronze,bronze statues,medium,positive,1,53960,2837498
worker_381,75,temperature_h,locations,oven,ovens,high,positive,0,3443150,58471896
worker_381,70,strength,paints,watercolor,watercolors,low,positive,1,567707,3617496
worker_381,6,darkness,flowers,dahlia,dahlias,low,positive,1,135476,58380229
worker_381,18,height,flowers,tulip,tulips,medium,positive,0,1149010,58380229
worker_381,38,loudness,birds,woodpecker,woodpeckers,medium,positive,1,219083,19695831
worker_381,20,height,trees,alpine tree,alpine trees,medium,positive,1,1447,27379426
worker_381,85,weight,fruit,watermelon,watermelons,high,positive,0,190836,22768964
worker_381,13,hardness,materials,plastic,plastic,medium,positive,1,35423760,83903351
worker_381,15,height,animals,penguin,penguins,low,positive,0,2550463,58179731
worker_381,82,weight,objects,rock,rocks,high,positive,1,12440121,33848628
worker_381,42,price,rentals,villa,villas,high,positive,1,9561875,61539717
worker_381,86,width,animal dens,mouse den,mouse holes,low,positive,1,1789,324
worker_381,27,length,races,sprinting race,sprints,low,positive,0,444674,9715279
worker_381,87,width,roads,downtown street,downtown streets,medium,positive,1,28751,15093824
worker_381,63,speed_f,boats,rowboat,rowboats,low,positive,0,42015,15603129
worker_381,21,length,dogs,bassett hound,bassett hounds,medium,positive,1,4658,28409576
worker_381,69,strength,athletes,cyclist,cyclists,medium,positive,0,1228897,7268360
worker_381,83,weight,materials,cotton,cottons,medium,positive,1,214521,83903351
worker_381,89,width,roads,country lane,country lanes,low,positive,1,51288,15093824
worker_381,79,weight,people,baby,babies,low,positive,0,13073168,480323270
worker_381,74,temperature,seasons,winter,winter days,low,positive,0,80466,12035578
worker_381,33,loudness_n,birds,finch,finches,low,positive,1,280095,19695831
worker_381,37,loudness_n,vehicles,tractor,tractors,high,positive,0,2141187,37254742
worker_381,52,size,animals,elephant,elephants,high,positive,1,2082778,58179731
worker_381,58,size,dogs,chihuahua,chihuahuas,low,positive,0,164502,28409576
worker_381,65,speed,people,adult,adults,high,positive,1,32847475,480323270
worker_381,67,strength,people,child,children,low,positive,1,206543771,480323270
worker_382,65,speed,people,elderly person,elderly people,low,positive,1,534085,480323270
worker_382,15,height,animals,monkey,monkeys,medium,positive,0,4144229,58179731
worker_382,5,darkness,writing tools,pencil,pencils,low,positive,0,2459655,141108
worker_382,87,width,roads,highway,highways,high,positive,1,5745573,15093824
worker_382,61,speed,cookware,instant pot,instant pot,high,positive,1,354,3617598
worker_382,71,strength,walls,mansion,mansions,high,positive,1,797050,14838230
worker_382,14,hardness,furniture,bedboard,bedboards,high,positive,1,2487,67400151
worker_382,27,length,races,relay race,relay races,medium,positive,0,15545,9715279
